,x,y,ap1,ap2,ap3,ap4,ap5,ap6,label
6987,292,146,-43.575288238388154,-52.80532537925964,-53.26230729356168,-55.61557434048418,-57.69676816502657,-59.71521886600266,8.468
6988,355,161,-43.44859688251311,-51.18258714993283,-55.1901493714994,-52.82445274638762,-55.66234789769737,-55.104877714973895,9.47
6990,482,166,-51.05603121171371,-50.45058927254051,-58.527770842069806,-52.865322092667874,-64.17578814486727,-57.450395221171526,10.228000000000002
6991,546,166,-45.761835076599,-45.86523930749855,-65.1385956527215,-53.448317098449145,-57.83670327820727,-57.30165629457339,10.484000000000002
6992,611,166,-56.60293647920397,-49.68761288898289,-63.436215891081716,-76.55329762971685,-52.676893597369585,-56.99163424769756,10.744
7013,1840,231,-59.565991461822556,-50.105868766109225,-38.47066269358717,-58.323862129335204,-50.89899497439855,-69.4890083332561,18.91
7014,1789,270,-53.9292332355795,-54.428361888832285,-41.42235444337019,-54.94741265448426,-51.97504784601951,-57.27875907495167,20.656
7015,1741,312,-73.55349342148024,-50.57183116730931,-43.89108550345466,-56.5543188493739,-53.70124464299924,-53.898275639665485,22.564
7019,1531,458,-53.69400907760433,-49.626831246993305,-47.09812555509102,-53.452888495740694,-56.97275849947225,-61.405503689376545,29.023999999999997
7021,1408,491,-52.40291797084245,-52.54862305294961,-47.55826948366308,-53.23830868628419,-68.4111633750072,-53.53435469404185,30.182000000000002
7022,1344,492,-54.30923347946337,-53.66980190352219,-49.37492287222327,-64.60298988354951,-53.79460393322378,-55.35905601793158,29.976000000000003
7023,1280,494,-58.728153825814786,-51.49709858093686,-69.82657931492693,-54.83971968599079,-51.950862050597586,-55.53064520552364,29.82
7025,1156,466,-55.868205578507606,-49.37522576486194,-48.81344528653902,-56.44594854312177,-61.113120294391706,-62.46026063996443,27.924
7026,1092,471,-66.76720730864565,-47.74301660944947,-61.55023236499605,-55.8078294154403,-58.834930140132215,-56.15073793302418,27.918
7027,1030,454,-69.99353537971623,-48.24872468311635,-55.128136266702455,-55.31245313843826,-59.67947073974046,-53.807773659134796,26.82
7031,789,369,-50.514550297442355,-46.67584836318066,-58.03964708343174,-52.538833477878214,-60.52095498403817,-56.92197065345824,21.605999999999998
7032,730,343,-49.393477103461066,-44.73527313579769,-51.22895016313449,-66.96658164238546,-58.99875030487201,-55.80726700219353,20.07
7034,639,253,-47.247569199476814,-54.127771460750765,-69.15640546120302,-52.56780138810819,-58.796374419406504,-56.12069281670641,15.206
7037,486,137,-50.87874496302538,-61.381142300173124,-54.313066475944524,-54.270630622972,-61.06716565243623,-54.09374987789484,8.794
7039,403,158,-50.22015088281901,-57.97097828092129,-55.32237432991561,-53.37357857942735,-55.425098758296016,-56.425175574937505,9.512
7041,384,284,-44.08032588004037,-48.63944026326494,-65.18202313882404,-56.551957629903995,-53.418248506120165,-65.11594253185103,15.735999999999999
7042,393,348,-47.34742947569342,-53.666997062814374,-54.19718391325795,-49.74512590036931,-58.90705781308605,-55.00611395268894,18.971999999999998
7044,393,476,-45.29000042974049,-51.375740371218434,-55.26056568042749,-50.79961326474333,-58.56280925225491,-65.8652245005983,25.372
7045,389,540,-51.001174111612116,-48.85320638433393,-51.29609556375521,-48.63020149047906,-51.829738211494416,-54.19626093782647,28.556
7047,320,648,-60.96580786052701,-57.54332733034583,-56.34140759780686,-50.29008885414466,-50.76811493992716,-53.737667533535486,33.68
7048,284,701,-50.16216273131781,-56.436074322635285,-52.915218108774596,-55.83410746534652,-61.84059187256209,-62.08850075437438,36.186
7049,250,756,-48.733774596366814,-52.43341389581126,-57.397936264127836,-48.228219851137624,-52.22224131825209,-56.633264246325666,38.8
7054,147,1058,-53.78387131769352,-57.3147568297134,-57.629037443630594,-51.82395309050601,-49.6612268644497,-63.03132265377813,53.488
7055,116,1114,-59.285632682091254,-58.607404450906856,-57.6019534177523,-48.27429747289475,-53.95493650536497,-55.22383020899538,56.164
7056,121,1050,-59.88341867969292,-59.88616543989863,-56.56592078099551,-53.90670768252655,-51.46995140963949,-76.49064979763811,52.984
7058,102,923,-76.16951737449915,-51.790641983094915,-58.14636116360614,-48.38537066977992,-53.348518493588664,-62.7410735465502,46.558
7059,111,859,-50.580295254435406,-60.08996111240316,-60.66891799110944,-52.280686280833216,-56.54871555460696,-55.335701372019145,43.394000000000005
7061,139,734,-49.04332645237419,-56.86390268685082,-58.04926477035551,-50.50497890978548,-54.20250551702472,-59.590568616316666,37.256
7062,144,670,-53.67521142525682,-58.62577619125173,-56.97220560008891,-59.40205660874731,-61.840166927231465,-64.33077029341366,34.076
7064,135,541,-46.05950378979933,-51.616675102461464,-58.005949625448004,-50.77689255154497,-56.515576411751674,-55.29144377325434,27.59
7065,146,478,-46.06010997263165,-54.97688989344746,-60.731004513121064,-50.41969056375401,-55.97154972254336,-59.69662051124995,24.483999999999998
7067,157,353,-45.94658876327176,-53.88810687027434,-66.0842750312914,-54.63859017658527,-62.99764439144374,-75.39686953428975,18.278
7068,150,289,-39.14692629073447,-59.40116472037196,-56.081685558548514,-57.62408659873173,-64.75032956310358,-63.46857648910786,15.049999999999999
7070,123,164,-33.13486539093161,-55.90583204455353,-55.02608481260118,-56.75807229797737,-52.004614430438735,-55.67814662431289,8.692
7071,111,101,-16.83780658956726,-52.206428823402796,-62.424684217945966,-54.64353723846862,-52.81368615375004,-86.9038744778906,5.494
7073,235,135,-36.87314765580357,-49.71302012735357,-56.44751138058537,-57.66662954251774,-72.95854533639661,-61.217949074075506,7.6899999999999995
7074,295,157,-38.136985519474734,-49.45761976443593,-55.23066268102495,-52.95287699242969,-55.205575787297846,-56.25156134595877,9.03
7076,391,241,-53.060958539582884,-54.94994429367631,-52.698785173851675,-60.636079556203626,-54.432571757686,-57.146923670125354,13.614
7078,495,313,-47.65338973661802,-49.55246268118036,-52.80310652659988,-56.153000050065806,-58.47357178875379,-56.62702614748545,17.63
7079,556,333,-48.25970438972534,-46.10098788787886,-56.07978261295017,-55.88083652519089,-56.32706367481734,-59.34645748590207,18.874
7080,620,339,-49.265438350248836,-45.95696824222302,-63.17546000126863,-57.26934049592943,-59.37931065054617,-53.38044515618119,19.43
7083,788,433,-48.326457295397674,-47.14505796668953,-53.106795994670705,-56.63682978135742,-53.256551564739155,-53.913819428721396,24.802
7084,833,478,-48.54889139178333,-51.02995647241257,-55.60815788756017,-60.26898580620876,-59.63851643681121,-61.054949436603934,27.232
7085,879,523,-56.28591974101798,-46.48270924325077,-56.88926863138328,-54.186517749921265,-58.85225383327118,-54.41339290187677,29.665999999999997
7088,1000,673,-55.38658723054536,-50.636781419114136,-55.38658723054536,-57.76663131628972,-58.160336448802084,-57.76663131628971,37.65
7089,1046,718,-55.021388527381106,-52.363628200927074,-52.931774053072004,-53.842422409843,-59.710363611270026,-62.24375770289018,40.083999999999996
7090,1103,748,-53.40827761277748,-52.09238804360619,-67.78240863937293,-55.168968494680605,-51.53503643246924,-63.83791726336962,41.812
7095,1403,845,-54.443291149657576,-50.25375458430478,-56.9936579862118,-58.23226128403775,-48.698086134189815,-49.78393271168411,47.862
7097,1499,930,-70.04296656025434,-62.30546607188221,-54.07055924815686,-57.57981198632081,-61.197077373288536,-51.1522753117952,52.496
7099,1555,1045,-54.68875117258281,-54.8918280592412,-59.616614283969795,-54.0824957147607,-53.724297793663915,-46.50435920870108,58.47
7100,1590,1098,-53.208504169406226,-60.311201363858004,-61.99387094685892,-61.78104594763501,-52.78838170431114,-44.63428691871612,61.26
7101,1610,1159,-57.347745403108476,-66.29075060886218,-49.9069654232845,-53.89066131491859,-50.55356906281538,-48.289994583983315,64.39
7103,1634,1283,-56.12074373718802,-53.50773907793112,-55.77605341498169,-56.10105442845372,-55.63568731180423,-50.073753581804546,70.686
7104,1621,1346,-53.77439141514195,-52.51198072511821,-52.208524814258354,-53.07517895036156,-50.22590240354414,-44.12327290582701,73.78399999999999
7105,1559,1332,-55.955026822578596,-57.91650379076656,-52.5260855912851,-57.05337323805647,-46.6776579809336,-49.164272136607195,72.836
7106,1495,1324,-59.5980021867308,-53.606146140416996,-61.8080280964205,-64.36762029458934,-45.952281475205254,-48.14184313997604,72.18
7108,1370,1295,-54.56619899271062,-53.7239404336162,-52.71831013503869,-52.3142594185477,-46.541473594896885,-46.798046582628146,70.23
7109,1320,1255,-54.81869660702013,-53.77414590161177,-57.8351996931815,-62.86459365847287,-44.173533826087976,-53.18054069866345,68.03
7113,1125,1089,-54.11781807426837,-58.06423274848336,-62.55087554485681,-56.93788179267223,-44.36448442495078,-50.147404736170394,58.95
7114,1081,1043,-62.30618638496628,-65.94492261839699,-55.81482504087078,-60.726444005585435,-48.35862914328622,-52.810243296842586,56.474
7119,775,969,-55.50336954382541,-50.88870711165655,-57.34551198216204,-63.9280839210397,-48.25710342947092,-59.463324450745546,51.550000000000004
7125,397,964,-50.08618315412551,-60.05052915769525,-55.23584489321327,-50.70237895928163,-48.19169586724793,-54.712265721901396,49.788000000000004
7130,151,1088,-54.980001409605215,-58.47174276655274,-56.57482005291324,-44.18144242942308,-79.61096363285543,-57.36576903353415,55.004
7131,154,1152,-57.58822433533449,-59.95594451016326,-58.9047244046847,-47.23621287804744,-72.93996961758022,-58.16941720287265,58.216
7133,134,1279,-57.76498087287602,-63.15505537096807,-58.0754927908492,-40.37823358809532,-59.80933989691958,-65.88791552503353,64.486
7134,133,1343,-57.6666229999324,-52.183794272413486,-58.23968735435425,-32.116241663302525,-58.832422401427415,-53.91394282424486,67.682
7136,254,1317,-59.182557937236986,-56.11395953775193,-61.008085397663606,-42.830767280612406,-50.01221069634758,-56.5573966929185,66.866
7137,318,1328,-69.36329860283786,-54.50549137679008,-58.471277600773035,-39.904523544351065,-54.76445363886085,-55.201724474999416,67.67200000000001
7138,381,1337,-50.80552572935457,-54.62816928596737,-55.71888855742297,-45.347999270796194,-60.42563716423243,-56.30859588090888,68.374
7140,509,1340,-56.201051444257004,-61.044863838159486,-57.90538427437988,-46.28221720716731,-54.27915768391728,-57.333289577145116,69.036
7141,573,1337,-55.71847431968827,-56.40913322519246,-60.56213252248682,-55.212663562563364,-43.682442710839396,-63.12805057859131,69.142
7142,638,1341,-58.543216116161965,-55.61568713877759,-57.26168361639296,-48.0527023957703,-47.56550757381058,-65.51900386007019,69.602
7144,766,1339,-53.11466084512067,-53.136614861806,-58.29796172056464,-52.3316206388343,-41.74229962821527,-57.7637537656127,70.01400000000001
7145,829,1328,-60.81901179660041,-61.66582265638367,-60.20604310591912,-52.122401428368775,-43.801362200108294,-51.8457855746978,69.71600000000001
7146,892,1316,-50.60793237676832,-61.51362451089199,-55.63423992995351,-51.65144387439297,-36.51560180531043,-59.881753717759366,69.368
7148,1019,1320,-57.85349320400469,-62.76668630085955,-56.3882062917694,-63.38032732150447,-35.301294790894445,-60.94371350509334,70.076
7149,1083,1329,-55.76403592893747,-61.86606104768434,-51.38708206042018,-55.423061715410036,-37.749961571424436,-53.10960428304705,70.782
7150,1147,1334,-57.99071252644143,-55.522261075186904,-59.0642816813589,-53.488021765112705,-37.829652073149866,-49.46938686422386,71.288
7152,1274,1353,-56.923460651810586,-62.745082731656765,-56.87023433234622,-70.16180350492407,-44.24502974042994,-49.02000581384801,72.74600000000001
7153,1334,1375,-61.11654618527703,-50.8649306187135,-52.15911600312029,-54.42327369234206,-42.099578283036756,-48.02016482504307,74.086
7154,1398,1380,-63.609508137067735,-53.85268401290884,-64.70256050148689,-52.42278547689424,-44.330029926981666,-48.18492699387083,74.592
7156,1524,1392,-56.39906969336677,-57.78897466918407,-51.3353994466953,-61.15254622997749,-51.24651215460715,-47.471523694023475,75.696
7157,1580,1360,-56.10963524372095,-53.71216489414064,-60.53279197315031,-54.76055950058328,-50.62217737402848,-46.914002885067205,74.32
7158,1633,1324,-61.68232022843891,-52.79630017913134,-50.89783722202479,-58.67753250622382,-50.60336738556341,-41.03341392629221,72.732
7160,1731,1241,-60.519007913411244,-56.918403920232436,-55.76863495390157,-55.846533418576236,-49.50340393878431,-43.47002653249039,68.974
7163,1899,1147,-58.72218402922832,-57.23927524038352,-52.08545445112961,-63.36072738882925,-57.0561795398327,-41.342257434113286,64.946
7166,1742,1256,-56.59976565068095,-56.16551911028468,-53.42360844778771,-56.73313929668084,-62.29654937368953,-42.89643485164521,69.768
7168,1635,1327,-57.081181078327816,-55.30540289184507,-53.731960975859835,-57.598315053781704,-54.51585056907356,-41.56216043101294,72.89
7169,1579,1358,-56.94445133586161,-59.77614721413988,-62.82117505187762,-53.932219880105485,-51.043343040557914,-45.28619182935307,74.21600000000001
7170,1522,1389,-56.8458288747,-54.98944746596032,-53.18019693784371,-56.80218030614175,-48.2181723076064,-46.28062374635877,75.538
7171,1480,1340,-54.942607467509774,-55.80146758170998,-53.98720354099147,-60.21981866802152,-64.56337846116422,-45.088182094787456,72.92
7173,1387,1252,-56.92029959501224,-55.868317042582625,-54.79547180950498,-64.66350137254445,-44.167634002602725,-48.91046713678954,68.148
7175,1308,1150,-58.74153554953366,-53.35057361602131,-56.629165266370435,-53.73585172084974,-52.09282665839144,-61.38509975311952,62.732
7176,1271,1098,-57.80032282980416,-60.35030682027771,-54.03979848736821,-61.12487434491318,-49.08624508364453,-49.538218812746436,59.983999999999995
7180,1070,940,-54.763324183338014,-54.95542698635604,-58.50179594489078,-57.08421754699047,-48.95811082145062,-58.877240481109524,51.28
7181,1026,893,-61.27011053953866,-57.23204102021772,-52.52994353966615,-55.810889166166746,-51.84054594056087,-57.10837296156437,48.754
7182,984,844,-57.85719687306255,-61.23010279910244,-54.892899290573176,-56.66549859858687,-57.36830781720411,-55.86835527848293,46.136
7184,884,764,-67.55225766446058,-53.45016042771959,-55.073720420823655,-89.29878402737407,-52.643646916677156,-54.748517989063274,41.736000000000004
7185,834,724,-57.796586525447054,-50.055457487054404,-81.61434028865777,-52.019068419222606,-49.80697105871481,-56.90169972577096,39.536
7186,791,676,-58.10485744471846,-48.231758914470795,-55.34268867917006,-58.924492217378564,-49.34361651517689,-53.02222547815184,36.964
7187,742,634,-53.81552832512001,-54.557591295603885,-50.539384884635474,-68.09976820232457,-51.10113144611812,-54.550115284057334,34.668
7189,648,547,-52.588879997160056,-49.96197377847017,-54.15230535006842,-55.119402025231324,-54.58498091606919,-54.13785390713029,29.942
7190,601,504,-48.770832504026664,-47.94125350754289,-56.77620046047317,-59.143960174672905,-55.88287053733595,-54.86184900824492,27.604
7191,552,462,-46.93813308135947,-47.10787943916572,-55.82521740782479,-68.49056140903124,-58.4814570356362,-52.44330425455219,25.308
7194,414,328,-48.139368271573765,-50.61041418649598,-53.16005731989979,-56.27819629654872,-54.420331214081926,-59.46280659576628,18.055999999999997
7195,360,292,-46.98934031411268,-46.600050607276884,-72.45850631123439,-55.86320295136794,-60.70819166336322,-58.22090676827257,16.04
7196,312,250,-44.126946379562185,-48.183616737311084,-53.46262539656023,-59.284839254479486,-58.0687014546085,-58.21590497100931,13.748
7198,243,145,-38.025262688120584,-59.14987186683212,-55.29983076201439,-65.21793275342242,-61.00420988197902,-60.92586597986161,8.222
7199,302,121,-40.84361088645732,-49.92654436188467,-56.47635061862574,-54.518041925180476,-51.55821292944481,-60.968973727705944,7.258
7200,364,103,-41.46702655911143,-47.81646288433983,-60.73358799520729,-53.79854545872578,-57.39472940373175,-63.791982388013125,6.606
7202,490,126,-49.43046280710285,-50.68664545214211,-54.009329475876854,-51.82036724658276,-71.7655943132415,-56.23192977989248,8.26
7203,554,136,-46.07430789701467,-44.71715037965211,-53.654913277641526,-53.6291586301802,-63.323297805008465,-58.51424394881029,9.016
7204,618,134,-61.03110531281463,-51.805293960496535,-54.25643535614897,-67.27219760566516,-52.98712578289645,-56.86795390750731,9.172
7207,663,241,-50.04352990458113,-49.002912597136145,-62.4353830510786,-54.700099092961295,-52.70452023054551,-56.132994239773154,14.702000000000002
7208,661,305,-48.17289554414097,-45.847164852287804,-54.59223655158495,-55.40988350181901,-54.13045709923078,-53.54834654792399,17.894
7209,651,369,-50.67448804863994,-45.060641309210595,-51.552453000361574,-51.91623715877131,-55.67930866710812,-52.33497271266422,21.054
7210,657,433,-52.08680305474198,-48.82475805615404,-54.428809770164285,-66.99469532726357,-56.91416645411494,-57.360219143980785,24.278
7211,655,497,-48.75592703846462,-55.351629893614074,-60.5430669677816,-55.775487896213775,-57.85375166512024,-57.56525561888276,27.470000000000002
7212,663,560,-50.27679350363758,-47.72557887632765,-55.10205747751271,-59.79938765295378,-54.86164956519666,-53.50226017534058,30.652
7217,769,862,-52.0291144419637,-50.301079093676094,-53.31192048604538,-59.04235458618119,-57.69949245739519,-55.16703943755617,46.176
7218,794,922,-60.691868583841725,-51.24136736210005,-57.70254102231306,-52.26572256477902,-60.706342257817894,-53.863947373583024,49.276
7220,850,1037,-56.66039742771095,-57.51467756023583,-53.8592643184633,-49.62928188539156,-50.34230359637593,-53.03914785100691,55.25
7221,886,1090,-53.764941488062455,-59.48755148983163,-55.83104581913904,-50.5545146923016,-42.56918179738151,-58.60063229537494,58.044
7224,993,1250,-53.415301693086946,-67.4882358127302,-54.259985871050304,-51.43088601653286,-42.920743563856405,-53.7406293241435,66.472
7225,1007,1312,-56.788528176744755,-60.8857538194456,-54.42711859129026,-55.62374705948958,-35.48695409722044,-54.49967877512903,69.628
7226,1022,1375,-61.147066212665365,-67.59716204266293,-56.44103051926762,-54.27637478442676,-25.651323729533434,-53.9665386201398,72.838
7227,1060,1323,-56.771380297981366,-58.047395874150695,-52.74905451330778,-61.18268393507543,-36.90333591439534,-50.681614932669405,70.39
7228,1096,1270,-60.19242117588688,-59.69499552402914,-52.86442953670306,-53.71004513775685,-38.22990932309579,-52.3318084517966,67.884
7231,1231,1133,-52.14744396296685,-59.90108619133247,-53.07309038893209,-55.50796642147181,-44.02612663843619,-52.152692637868256,61.574
7232,1284,1096,-57.837552808855186,-55.70824584076368,-60.66227422207737,-60.533942759895254,-53.1472855729542,-49.68437253399965,59.936
7233,1324,1046,-60.767687776568096,-56.11648110070021,-60.419015038137886,-52.86454873527067,-53.98767494576902,-58.781789125195175,57.596
7235,1408,949,-55.97092405601412,-64.20103890778525,-55.036309948984794,-56.981768805978334,-51.42162362660354,-50.11771013933384,53.082
7237,1517,880,-54.84937398417867,-67.15756995168101,-52.841148889926146,-54.22577590378235,-52.81304247435416,-50.56873907648657,50.068
7238,1559,832,-56.99366758859085,-52.4063886212011,-56.99463873324152,-56.98828428952781,-52.67614728370566,-50.251833078273826,47.836
7240,1653,744,-64.39004322451824,-63.44863196201247,-49.49045599181674,-66.740649003278,-58.59696920705643,-49.104943843954096,43.812000000000005
7242,1756,668,-57.076692497437875,-53.245791762783185,-49.919295211668995,-58.369666019908095,-63.59346060689185,-62.51952498184981,40.424
7245,1874,517,-54.118280599764546,-56.644787934868184,-45.78398344782915,-55.241651621231604,-68.07689696859912,-54.671725893401685,33.346000000000004
7246,1890,455,-60.47847184604191,-52.009524749421544,-45.57912612098218,-58.85067650245308,-56.546201545908986,-56.82312110947544,30.31
7250,1661,345,-55.431903905320056,-47.7370124379096,-52.667714550019596,-52.50821393839493,-55.217444351319756,-55.49775199301001,23.894
7251,1597,354,-53.9760674217888,-56.76815524725572,-48.622350009932084,-54.233206186678025,-57.52033258793375,-54.10981669520577,24.088
7252,1533,348,-54.68447932089578,-49.286405435237285,-56.53719908642052,-62.32121556330749,-59.13165842216892,-55.02459966422343,23.531999999999996
7254,1408,320,-56.44696409295279,-47.153959406694746,-51.14833575872864,-55.25465944239278,-61.45523173921394,-53.83844524369019,21.631999999999998
7255,1344,309,-57.07524893967276,-45.25299744846882,-49.705628419431555,-58.85487230405393,-59.66818033527154,-57.806481809441344,20.826
7256,1282,296,-58.462633333537106,-44.45076304769288,-52.69717777112501,-59.743798732369854,-54.264516618660544,-58.205992130658395,19.928
7258,1155,272,-62.86583475970525,-43.50597080495332,-46.94970749830519,-55.50784937139646,-61.983132192472056,-52.065901498299105,18.22
7259,1093,259,-68.49011783093712,-43.901121086581405,-54.647474246279735,-54.734676277932905,-63.76851263184507,-56.7860691394677,17.322
7260,1030,245,-74.77042609265857,-41.24166294180523,-55.244537860181595,-53.27590661004598,-59.95485606192328,-54.51569383691925,16.37
7263,863,148,-70.74343145581119,-40.936279674912655,-56.740351328119594,-61.02499289317008,-55.83104049567521,-55.49670324742082,10.852
7264,817,104,-49.992060051904716,-40.59360999924053,-53.560190231440494,-55.139222668664104,-54.52525253688748,-56.84867708983468,8.468
7265,790,163,-50.11241566965155,-40.4174000363932,-54.316977152283826,-52.3629236657697,-55.60384949933878,-54.351899753361764,11.31
7267,745,282,-47.24918247962685,-44.01238589289604,-53.203092589009884,-58.972032641862306,-55.721604613404836,-56.17881030157005,17.08
7271,579,475,-49.32315748953962,-52.49568635298314,-53.09132145477651,-50.111769109093856,-63.471994367417025,-53.2660948686014,26.066
7272,544,529,-47.61055344456522,-53.894999454465655,-54.06317991832302,-50.746328896865194,-55.65538196806134,-53.98163945245548,28.625999999999998
7274,494,647,-49.67503347860809,-49.95804345121045,-55.63622493243966,-51.627644817668354,-54.93678721967923,-54.27939142967129,34.326
7278,411,890,-51.40520614977266,-52.024169602421544,-53.074431895540044,-57.180986152952016,-49.5852876941101,-57.38150368552765,46.144
7279,392,952,-49.938840356084526,-53.75703109350529,-55.430370292870336,-49.44012042148334,-49.77681720579213,-52.886106112654204,49.168
7281,401,1079,-63.664008826858705,-60.8492027226938,-54.347085805633654,-47.39400840058842,-53.760644214377756,-54.70962989619639,55.554
7282,417,1141,-63.31969675258415,-56.77590646060703,-57.431550911560365,-46.810816435958095,-49.181008485082515,-57.09560657926527,58.717999999999996
7285,513,1308,-53.43420357160088,-60.74689849267851,-59.871386095876275,-44.4336856427507,-47.32291216215621,-62.3018749446985,67.45200000000001
7286,552,1359,-52.33409849657776,-56.23402228495226,-57.057643919204146,-47.14793029079236,-47.08772370341667,-54.649684021350964,70.158
7287,607,1326,-68.71001216934091,-55.83574674110372,-55.67391094631971,-59.77371817280917,-44.86726084690061,-80.07754743056405,68.728
7288,668,1307,-51.812488245681116,-56.68746305148108,-62.35033005186742,-57.849294535639885,-49.069411288632125,-56.48375185176718,68.02199999999999
7289,732,1301,-54.219039051476656,-59.77336412228689,-54.26776784644722,-50.57290276171108,-45.155238636242785,-53.26394386107378,67.978
7290,796,1299,-60.043643356855554,-55.62139776375573,-54.50188868190561,-50.096111377378904,-46.32784258288744,-60.337276829271445,68.134
7291,860,1290,-53.5528373208518,-59.64138323645741,-61.93933012383957,-54.23645402683402,-43.979156783718985,-60.865733323815675,67.94
7293,983,1312,-55.9866622653259,-68.56615741796293,-56.73401710002437,-52.55270012282203,-35.505938402294255,-53.89671977300509,69.532
7294,1044,1330,-55.31806805618988,-58.581503812141264,-55.26329539382204,-58.86933889791675,-34.118845726314106,-57.91683347547877,70.676
7295,1108,1333,-52.54457279987149,-56.15929556159162,-54.879556807801265,-54.75328478245423,-38.8357943705327,-53.234201463704906,71.08200000000001
7297,1236,1320,-54.39080880981309,-56.441214800153325,-56.21974375245926,-56.14608520764789,-40.951698903903306,-54.38442949026923,70.944
7298,1298,1304,-54.689832196629204,-52.42353547807568,-57.13900456121082,-54.187850892318146,-42.42347065363609,-53.73156834814854,70.392
7299,1351,1267,-55.1325746706076,-56.15388929988393,-52.020459096039005,-58.34355822839056,-45.92730544933736,-51.77303012252247,68.754
7300,1407,1237,-55.54737902863639,-56.951246347159014,-54.43868938975652,-62.99784337469828,-45.271465121183766,-45.88261852888098,67.47800000000001
7303,1595,1234,-59.64509717608672,-61.81670710123588,-51.399315452534125,-56.650374197010656,-46.36907248076501,-44.39799003060731,68.08
7304,1655,1259,-67.8184813834863,-56.3475619609757,-52.52285019954384,-55.01826097492648,-46.68768363144957,-50.292965573346244,69.57000000000001
7306,1780,1285,-65.46241121936619,-54.333434113698935,-65.3404021927865,-68.79390454398751,-52.7083474302571,-39.67236521261352,71.37
7307,1844,1293,-56.74194675102568,-56.45656838187317,-63.417956380233264,-64.16316568608947,-52.586309218491266,-35.891449010694544,72.02600000000001
7308,1896,1330,-58.763831478384986,-56.48357533831356,-56.68008875688875,-53.99003505367886,-59.388759728369216,-32.89321898106436,74.084
7309,1851,1285,-53.647835760747064,-51.24942821686032,-72.53979150609577,-69.74509725068921,-55.007160139281844,-38.441882166833665,71.654
7312,1747,1125,-59.51691716122969,-58.92661269014163,-55.387318587304684,-54.27385428999267,-57.963321363719196,-42.6931925356218,63.238
7315,1655,956,-53.72328203858112,-59.00047212306178,-54.156241008271294,-52.54203509355069,-54.03887140460432,-47.91214923092319,54.419999999999995
7316,1628,897,-58.03586246115983,-62.25073483862003,-51.52650445346322,-59.06555709028779,-56.81414178077653,-45.20025357555192,51.362
7317,1588,846,-58.03657064608153,-63.24034802228492,-52.386143332687126,-53.858230381345464,-57.92758303009055,-46.5623664954093,48.652
7321,1393,681,-53.63696532910378,-52.761240463002665,-49.16063459391459,-52.60158035646498,-50.37118503229895,-52.37697688811605,39.622
7322,1334,656,-52.11981649583177,-51.64500358208698,-54.467328987571065,-59.32353520376495,-52.863303323561155,-54.45670299279677,38.135999999999996
7333,650,655,-50.31770479088442,-53.782229477358584,-54.81221827734917,-50.42612342983879,-54.70098860983363,-79.04092877253319,35.35
7334,586,658,-50.92160176035261,-50.62476744183979,-58.65286587430258,-57.98076727713781,-53.3445633469299,-54.713442213946166,35.244
7335,522,665,-48.4728988180915,-56.69527826841695,-61.847836983261644,-51.74159271715659,-57.63485219473822,-53.05857409175515,35.338
7337,394,673,-55.3691101058821,-55.477269254316504,-55.09686310689172,-51.64596661472173,-75.13450041878438,-54.14328017026412,35.226
7338,331,685,-58.5777550812919,-51.351016296138496,-53.77738474846058,-49.32053720376402,-52.32518491518398,-54.21865111551423,35.574
7339,270,705,-46.9018252922784,-64.30730650996092,-55.55716861442861,-47.85142847400753,-57.8551923630605,-62.81067409420517,36.33
7341,145,729,-49.75667102114167,-53.637841093224154,-56.96456274177152,-48.99236244860472,-54.39978403842777,-56.87251145011572,37.03
7343,268,767,-55.71232747330572,-51.62563274369064,-59.97293772988384,-49.55382473563715,-57.189597360034895,-57.61158616628396,39.422000000000004
7347,523,762,-57.74099523490115,-50.65055012300391,-54.0105941557982,-59.90612942362776,-49.99803147328037,-53.010789988687804,40.192
7348,587,766,-48.17448077763889,-55.73877580180009,-56.60543238022906,-55.08917471005915,-59.77709920138045,-53.77237925758524,40.647999999999996
7351,776,747,-57.24546705679985,-48.8733778131309,-56.38776591668262,-64.5989515176487,-50.9072364974937,-62.79724108180902,40.454
7352,837,726,-58.33531434371195,-48.15765850725688,-64.49263303702793,-52.431400435444,-53.565425619905284,-54.80551788772358,39.647999999999996
7353,897,704,-54.80820671904176,-53.49065060061,-59.62310182781476,-54.30628776317539,-54.266839994761426,-58.17391142442084,38.788000000000004
7355,1021,673,-59.837400441535934,-54.26919036895818,-53.76246596088923,-54.25664686206403,-52.696080073110934,-56.9704855473902,37.733999999999995
7356,1082,650,-59.393839509437385,-54.01790836503284,-55.303622408935894,-57.269457047546126,-53.10859259678075,-53.65779553096868,36.828
7359,1242,547,-69.21761210812242,-47.057556864869106,-56.782374567934525,-54.45252381438799,-53.07991862773065,-55.13601692952521,32.318
7360,1301,522,-54.654538208303514,-50.719296087940826,-48.10412784976486,-54.513944419784295,-53.86162992881057,-58.10681992696763,31.304000000000002
7361,1359,493,-56.673727454681135,-51.69634727254787,-49.067833237882645,-59.28115775744949,-61.86647043001854,-58.81844202182555,30.086
7362,1410,455,-53.35718179726606,-52.79291514853228,-50.31397848758057,-58.11954861917891,-55.608295222160784,-50.386025392965706,28.39
7365,1556,330,-51.340424702593246,-58.5565158015922,-53.99173987733412,-57.54072610949875,-55.54758169037907,-56.89108904808109,22.724
